LAT,LON,YEAR,DOY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI
-20.75,-50.75,2024,1,21.55,29.74,13.56
-20.75,-50.25,2024,1,21.55,29.74,13.56
-20.75,-49.75,2024,1,16.5,29.62,7.27
-20.75,-49.25,2024,1,16.5,29.62,7.27
-20.75,-48.75,2024,1,14.05,29.69,5.29
-20.75,-48.25,2024,1,14.05,29.69,5.29
-20.75,-47.75,2024,1,12.04,30.03,4.41
-20.75,-47.25,2024,1,12.04,30.03,4.41
-20.75,-46.75,2024,1,10.56,30.09,3.62
-20.75,-46.25,2024,1,10.56,30.09,3.62
-20.75,-45.75,2024,1,10.0,29.71,3.59
-20.75,-45.25,2024,1,10.0,29.71,3.59
-20.25,-50.75,2024,1,21.55,29.74,13.56
-20.25,-50.25,2024,1,21.55,29.74,13.56
-20.25,-49.75,2024,1,16.5,29.62,7.27
-20.25,-49.25,2024,1,16.5,29.62,7.27
-20.25,-48.75,2024,1,14.05,29.69,5.29
-20.25,-48.25,2024,1,14.05,29.69,5.29
-20.25,-47.75,2024,1,12.04,30.03,4.41
-20.25,-47.25,2024,1,12.04,30.03,4.41
-20.25,-46.75,2024,1,10.56,30.09,3.62
-20.25,-46.25,2024,1,10.56,30.09,3.62
-20.25,-45.75,2024,1,10.0,29.71,3.59
-20.25,-45.25,2024,1,10.0,29.71,3.59
-19.75,-50.75,2024,1,15.53,29.6,6.44
-19.75,-50.25,2024,1,15.53,29.6,6.44
-19.75,-49.75,2024,1,13.43,29.53,4.63
-19.75,-49.25,2024,1,13.43,29.53,4.63
-19.75,-48.75,2024,1,12.86,29.67,4.32
-19.75,-48.25,2024,1,12.86,29.67,4.32
-19.75,-47.75,2024,1,10.39,29.96,3.64
-19.75,-47.25,2024,1,10.39,29.96,3.64
-19.75,-46.75,2024,1,9.4,29.93,3.23
-19.75,-46.25,2024,1,9.4,29.93,3.23
-19.75,-45.75,2024,1,9.37,29.31,3.33
-19.75,-45.25,2024,1,9.37,29.31,3.33
-19.25,-50.75,2024,1,15.53,29.6,6.44
-19.25,-50.25,2024,1,15.53,29.6,6.44
-19.25,-49.75,2024,1,13.43,29.53,4.63
-19.25,-49.25,2024,1,13.43,29.53,4.63
-19.25,-48.75,2024,1,12.86,29.67,4.32
-19.25,-48.25,2024,1,12.86,29.67,4.32
-19.25,-47.75,2024,1,10.39,29.96,3.64
-19.25,-47.25,2024,1,10.39,29.96,3.64
-19.25,-46.75,2024,1,9.4,29.93,3.23
-19.25,-46.25,2024,1,9.4,29.93,3.23
-19.25,-45.75,2024,1,9.37,29.31,3.33
-19.25,-45.25,2024,1,9.37,29.31,3.33
-18.75,-50.75,2024,1,15.73,29.62,5.29
-18.75,-50.25,2024,1,15.73,29.62,5.29
-18.75,-49.75,2024,1,12.84,28.76,4.7
-18.75,-49.25,2024,1,12.84,28.76,4.7
-18.75,-48.75,2024,1,13.54,28.88,4.91
-18.75,-48.25,2024,1,13.54,28.88,4.91
-18.75,-47.75,2024,1,13.81,29.53,5.13
-18.75,-47.25,2024,1,13.81,29.53,5.13
-18.75,-46.75,2024,1,12.51,29.45,4.6
-18.75,-46.25,2024,1,12.51,29.45,4.6
-18.75,-45.75,2024,1,10.03,28.55,3.41
-18.75,-45.25,2024,1,10.03,28.55,3.41
-18.25,-50.75,2024,1,15.73,29.62,5.29
-18.25,-50.25,2024,1,15.73,29.62,5.29
-18.25,-49.75,2024,1,12.84,28.76,4.7
-18.25,-49.25,2024,1,12.84,28.76,4.7
-18.25,-48.75,2024,1,13.54,28.88,4.91
-18.25,-48.25,2024,1,13.54,28.88,4.91
-18.25,-47.75,2024,1,13.81,29.53,5.13
-18.25,-47.25,2024,1,13.81,29.53,5.13
-18.25,-46.75,2024,1,12.51,29.45,4.6
-18.25,-46.25,2024,1,12.51,29.45,4.6
-18.25,-45.75,2024,1,10.03,28.55,3.41
-18.25,-45.25,2024,1,10.03,28.55,3.41
-17.75,-50.75,2024,1,16.42,29.5,6.35
-17.75,-50.25,2024,1,16.42,29.5,6.35
-17.75,-49.75,2024,1,15.46,28.6,7.56
-17.75,-49.25,2024,1,15.46,28.6,7.56
-17.75,-48.75,2024,1,13.88,28.71,5.61
-17.75,-48.25,2024,1,13.88,28.71,5.61
-17.75,-47.75,2024,1,16.79,29.28,6.4
-17.75,-47.25,2024,1,16.79,29.28,6.4
-17.75,-46.75,2024,1,13.22,29.05,4.75
-17.75,-46.25,2024,1,13.22,29.05,4.75
-17.75,-45.75,2024,1,12.29,28.3,4.89
-17.75,-45.25,2024,1,12.29,28.3,4.89
-17.25,-50.75,2024,1,16.42,29.5,6.35
-17.25,-50.25,2024,1,16.42,29.5,6.35
-17.25,-49.75,2024,1,15.46,28.6,7.56
-17.25,-49.25,2024,1,15.46,28.6,7.56
-17.25,-48.75,2024,1,13.88,28.71,5.61
-17.25,-48.25,2024,1,13.88,28.71,5.61
-17.25,-47.75,2024,1,16.79,29.28,6.4
-17.25,-47.25,2024,1,16.79,29.28,6.4
-17.25,-46.75,2024,1,13.22,29.05,4.75
-17.25,-46.25,2024,1,13.22,29.05,4.75
-17.25,-45.75,2024,1,12.29,28.3,4.89
-17.25,-45.25,2024,1,12.29,28.3,4.89
-16.75,-50.75,2024,1,12.88,29.35,6.61
-16.75,-50.25,2024,1,12.88,29.35,6.61
-16.75,-49.75,2024,1,15.02,28.78,5.56
-16.75,-49.25,2024,1,15.02,28.78,5.56
-16.75,-48.75,2024,1,21.18,28.82,10.06
-16.75,-48.25,2024,1,21.18,28.82,10.06
-16.75,-47.75,2024,1,18.48,28.72,9.04
-16.75,-47.25,2024,1,18.48,28.72,9.04
-16.75,-46.75,2024,1,15.87,28.55,6.3
-16.75,-46.25,2024,1,15.87,28.55,6.3
-16.75,-45.75,2024,1,14.25,28.19,5.19
-16.75,-45.25,2024,1,14.25,28.19,5.19
-20.75,-50.75,2024,2,24.13,29.65,14.87
-20.75,-50.25,2024,2,24.13,29.65,14.87
-20.75,-49.75,2024,2,24.23,29.51,13.41
-20.75,-49.25,2024,2,24.23,29.51,13.41
-20.75,-48.75,2024,2,22.05,29.53,10.53
-20.75,-48.25,2024,2,22.05,29.53,10.53
-20.75,-47.75,2024,2,18.8,29.75,8.92
-20.75,-47.25,2024,2,18.8,29.75,8.92
-20.75,-46.75,2024,2,14.86,29.78,5.51
-20.75,-46.25,2024,2,14.86,29.78,5.51
-20.75,-45.75,2024,2,13.94,29.01,4.98
-20.75,-45.25,2024,2,13.94,29.01,4.98
-20.25,-50.75,2024,2,24.13,29.65,14.87
-20.25,-50.25,2024,2,24.13,29.65,14.87
-20.25,-49.75,2024,2,24.23,29.51,13.41
-20.25,-49.25,2024,2,24.23,29.51,13.41
-20.25,-48.75,2024,2,22.05,29.53,10.53
-20.25,-48.25,2024,2,22.05,29.53,10.53
-20.25,-47.75,2024,2,18.8,29.75,8.92
-20.25,-47.25,2024,2,18.8,29.75,8.92
-20.25,-46.75,2024,2,14.86,29.78,5.51
-20.25,-46.25,2024,2,14.86,29.78,5.51
-20.25,-45.75,2024,2,13.94,29.01,4.98
-20.25,-45.25,2024,2,13.94,29.01,4.98
-19.75,-50.75,2024,2,22.17,29.49,11.63
-19.75,-50.25,2024,2,22.17,29.49,11.63
-19.75,-49.75,2024,2,21.26,29.42,11.15
-19.75,-49.25,2024,2,21.26,29.42,11.15
-19.75,-48.75,2024,2,18.77,29.48,8.96
-19.75,-48.25,2024,2,18.77,29.48,8.96
-19.75,-47.75,2024,2,17.81,29.66,7.19
-19.75,-47.25,2024,2,17.81,29.66,7.19
-19.75,-46.75,2024,2,16.32,29.63,5.88
-19.75,-46.25,2024,2,16.32,29.63,5.88
-19.75,-45.75,2024,2,15.07,28.71,5.38
-19.75,-45.25,2024,2,15.07,28.71,5.38
-19.25,-50.75,2024,2,22.17,29.49,11.63
-19.25,-50.25,2024,2,22.17,29.49,11.63
-19.25,-49.75,2024,2,21.26,29.42,11.15
-19.25,-49.25,2024,2,21.26,29.42,11.15
-19.25,-48.75,2024,2,18.77,29.48,8.96
-19.25,-48.25,2024,2,18.77,29.48,8.96
-19.25,-47.75,2024,2,17.81,29.66,7.19
-19.25,-47.25,2024,2,17.81,29.66,7.19
-19.25,-46.75,2024,2,16.32,29.63,5.88
-19.25,-46.25,2024,2,16.32,29.63,5.88
-19.25,-45.75,2024,2,15.07,28.71,5.38
-19.25,-45.25,2024,2,15.07,28.71,5.38
-18.75,-50.75,2024,2,21.19,29.22,8.04
-18.75,-50.25,2024,2,21.19,29.22,8.04
-18.75,-49.75,2024,2,20.5,29.16,8.05
-18.75,-49.25,2024,2,20.5,29.16,8.05
-18.75,-48.75,2024,2,20.32,29.11,7.69
-18.75,-48.25,2024,2,20.32,29.11,7.69
-18.75,-47.75,2024,2,19.78,28.86,8.46
-18.75,-47.25,2024,2,19.78,28.86,8.46
-18.75,-46.75,2024,2,16.87,28.83,6.64
-18.75,-46.25,2024,2,16.87,28.83,6.64
-18.75,-45.75,2024,2,14.7,29.01,5.52
-18.75,-45.25,2024,2,14.7,29.01,5.52
-18.25,-50.75,2024,2,21.19,29.22,8.04
-18.25,-50.25,2024,2,21.19,29.22,8.04
-18.25,-49.75,2024,2,20.5,29.16,8.05
-18.25,-49.25,2024,2,20.5,29.16,8.05
-18.25,-48.75,2024,2,20.32,29.11,7.69
-18.25,-48.25,2024,2,20.32,29.11,7.69
-18.25,-47.75,2024,2,19.78,28.86,8.46
-18.25,-47.25,2024,2,19.78,28.86,8.46
-18.25,-46.75,2024,2,16.87,28.83,6.64
-18.25,-46.25,2024,2,16.87,28.83,6.64
-18.25,-45.75,2024,2,14.7,29.01,5.52
-18.25,-45.25,2024,2,14.7,29.01,5.52
-17.75,-50.75,2024,2,20.41,29.13,8.05
-17.75,-50.25,2024,2,20.41,29.13,8.05
-17.75,-49.75,2024,2,20.41,29.06,7.63
-17.75,-49.25,2024,2,20.41,29.06,7.63
-17.75,-48.75,2024,2,20.67,29.05,9.02
-17.75,-48.25,2024,2,20.67,29.05,9.02
-17.75,-47.75,2024,2,20.97,28.71,10.29
-17.75,-47.25,2024,2,20.97,28.71,10.29
-17.75,-46.75,2024,2,16.68,28.49,6.4
-17.75,-46.25,2024,2,16.68,28.49,6.4
-17.75,-45.75,2024,2,14.23,28.77,4.97
-17.75,-45.25,2024,2,14.23,28.77,4.97
-17.25,-50.75,2024,2,20.41,29.13,8.05
-17.25,-50.25,2024,2,20.41,29.13,8.05
-17.25,-49.75,2024,2,20.41,29.06,7.63
-17.25,-49.25,2024,2,20.41,29.06,7.63
-17.25,-48.75,2024,2,20.67,29.05,9.02
-17.25,-48.25,2024,2,20.67,29.05,9.02
-17.25,-47.75,2024,2,20.97,28.71,10.29
-17.25,-47.25,2024,2,20.97,28.71,10.29
-17.25,-46.75,2024,2,16.68,28.49,6.4
-17.25,-46.25,2024,2,16.68,28.49,6.4
-17.25,-45.75,2024,2,14.23,28.77,4.97
-17.25,-45.25,2024,2,14.23,28.77,4.97
-16.75,-50.75,2024,2,14.35,29.54,5.42
-16.75,-50.25,2024,2,14.35,29.54,5.42
-16.75,-49.75,2024,2,18.8,29.48,6.98
-16.75,-49.25,2024,2,18.8,29.48,6.98
-16.75,-48.75,2024,2,18.44,29.49,7.52
-16.75,-48.25,2024,2,18.44,29.49,7.52
-16.75,-47.75,2024,2,17.61,29.03,6.7
-16.75,-47.25,2024,2,17.61,29.03,6.7
-16.75,-46.75,2024,2,13.82,28.77,4.94
-16.75,-46.25,2024,2,13.82,28.77,4.94
-16.75,-45.75,2024,2,13.72,28.38,4.81
-16.75,-45.25,2024,2,13.72,28.38,4.81
-20.75,-50.75,2024,3,25.58,30.11,17.94
-20.75,-50.25,2024,3,25.58,30.11,17.94
-20.75,-49.75,2024,3,21.82,29.59,10.88
-20.75,-49.25,2024,3,21.82,29.59,10.88
-20.75,-48.75,2024,3,19.58,29.62,8.22
-20.75,-48.25,2024,3,19.58,29.62,8.22
-20.75,-47.75,2024,3,20.04,29.83,7.65
-20.75,-47.25,2024,3,20.04,29.83,7.65
-20.75,-46.75,2024,3,15.34,29.9,5.48
-20.75,-46.25,2024,3,15.34,29.9,5.48
-20.75,-45.75,2024,3,9.9,29.7,3.34
-20.75,-45.25,2024,3,9.9,29.7,3.34
-20.25,-50.75,2024,3,25.58,30.11,17.94
-20.25,-50.25,2024,3,25.58,30.11,17.94
-20.25,-49.75,2024,3,21.82,29.59,10.88
-20.25,-49.25,2024,3,21.82,29.59,10.88
-20.25,-48.75,2024,3,19.58,29.62,8.22
-20.25,-48.25,2024,3,19.58,29.62,8.22
-20.25,-47.75,2024,3,20.04,29.83,7.65
-20.25,-47.25,2024,3,20.04,29.83,7.65
-20.25,-46.75,2024,3,15.34,29.9,5.48
-20.25,-46.25,2024,3,15.34,29.9,5.48
-20.25,-45.75,2024,3,9.9,29.7,3.34
-20.25,-45.25,2024,3,9.9,29.7,3.34
-19.75,-50.75,2024,3,26.37,29.91,20.19
-19.75,-50.25,2024,3,26.37,29.91,20.19
-19.75,-49.75,2024,3,21.3,29.45,11.96
-19.75,-49.25,2024,3,21.3,29.45,11.96
-19.75,-48.75,2024,3,17.6,29.58,8.3
-19.75,-48.25,2024,3,17.6,29.58,8.3
-19.75,-47.75,2024,3,16.14,29.79,6.65
-19.75,-47.25,2024,3,16.14,29.79,6.65
-19.75,-46.75,2024,3,12.44,29.8,4.67
-19.75,-46.25,2024,3,12.44,29.8,4.67
-19.75,-45.75,2024,3,10.23,29.45,3.61
-19.75,-45.25,2024,3,10.23,29.45,3.61
-19.25,-50.75,2024,3,26.37,29.91,20.19
-19.25,-50.25,2024,3,26.37,29.91,20.19
-19.25,-49.75,2024,3,21.3,29.45,11.96
-19.25,-49.25,2024,3,21.3,29.45,11.96
-19.25,-48.75,2024,3,17.6,29.58,8.3
-19.25,-48.25,2024,3,17.6,29.58,8.3
-19.25,-47.75,2024,3,16.14,29.79,6.65
-19.25,-47.25,2024,3,16.14,29.79,6.65
-19.25,-46.75,2024,3,12.44,29.8,4.67
-19.25,-46.25,2024,3,12.44,29.8,4.67
-19.25,-45.75,2024,3,10.23,29.45,3.61
-19.25,-45.25,2024,3,10.23,29.45,3.61
-18.75,-50.75,2024,3,22.24,29.45,11.05
-18.75,-50.25,2024,3,22.24,29.45,11.05
-18.75,-49.75,2024,3,19.98,29.5,9.3
-18.75,-49.25,2024,3,19.98,29.5,9.3
-18.75,-48.75,2024,3,16.27,29.6,5.59
-18.75,-48.25,2024,3,16.27,29.6,5.59
-18.75,-47.75,2024,3,15.87,29.82,5.62
-18.75,-47.25,2024,3,15.87,29.82,5.62
-18.75,-46.75,2024,3,13.94,29.75,4.61
-18.75,-46.25,2024,3,13.94,29.75,4.61
-18.75,-45.75,2024,3,12.61,29.52,4.26
-18.75,-45.25,2024,3,12.61,29.52,4.26
-18.25,-50.75,2024,3,22.24,29.45,11.05
-18.25,-50.25,2024,3,22.24,29.45,11.05
-18.25,-49.75,2024,3,19.98,29.5,9.3
-18.25,-49.25,2024,3,19.98,29.5,9.3
-18.25,-48.75,2024,3,16.27,29.6,5.59
-18.25,-48.25,2024,3,16.27,29.6,5.59
-18.25,-47.75,2024,3,15.87,29.82,5.62
-18.25,-47.25,2024,3,15.87,29.82,5.62
-18.25,-46.75,2024,3,13.94,29.75,4.61
-18.25,-46.25,2024,3,13.94,29.75,4.61
-18.25,-45.75,2024,3,12.61,29.52,4.26
-18.25,-45.25,2024,3,12.61,29.52,4.26
-17.75,-50.75,2024,3,20.02,29.43,9.93
-17.75,-50.25,2024,3,20.02,29.43,9.93
-17.75,-49.75,2024,3,21.6,29.47,10.39
-17.75,-49.25,2024,3,21.6,29.47,10.39
-17.75,-48.75,2024,3,20.36,29.53,9.55
-17.75,-48.25,2024,3,20.36,29.53,9.55
-17.75,-47.75,2024,3,19.02,29.69,8.03
-17.75,-47.25,2024,3,19.02,29.69,8.03
-17.75,-46.75,2024,3,14.69,29.37,5.0
-17.75,-46.25,2024,3,14.69,29.37,5.0
-17.75,-45.75,2024,3,12.7,29.23,4.45
-17.75,-45.25,2024,3,12.7,29.23,4.45
-17.25,-50.75,2024,3,20.02,29.43,9.93
-17.25,-50.25,2024,3,20.02,29.43,9.93
-17.25,-49.75,2024,3,21.6,29.47,10.39
-17.25,-49.25,2024,3,21.6,29.47,10.39
-17.25,-48.75,2024,3,20.36,29.53,9.55
-17.25,-48.25,2024,3,20.36,29.53,9.55
-17.25,-47.75,2024,3,19.02,29.69,8.03
-17.25,-47.25,2024,3,19.02,29.69,8.03
-17.25,-46.75,2024,3,14.69,29.37,5.0
-17.25,-46.25,2024,3,14.69,29.37,5.0
-17.25,-45.75,2024,3,12.7,29.23,4.45
-17.25,-45.25,2024,3,12.7,29.23,4.45
-16.75,-50.75,2024,3,17.74,28.89,6.89
-16.75,-50.25,2024,3,17.74,28.89,6.89
-16.75,-49.75,2024,3,19.06,29.01,7.51
-16.75,-49.25,2024,3,19.06,29.01,7.51
-16.75,-48.75,2024,3,17.97,29.1,6.56
-16.75,-48.25,2024,3,17.97,29.1,6.56
-16.75,-47.75,2024,3,13.61,29.38,4.42
-16.75,-47.25,2024,3,13.61,29.38,4.42
-16.75,-46.75,2024,3,10.53,29.05,3.61
-16.75,-46.25,2024,3,10.53,29.05,3.61
-16.75,-45.75,2024,3,13.08,29.1,4.55
-16.75,-45.25,2024,3,13.08,29.1,4.55
-20.75,-50.75,2024,4,26.05,30.08,18.62
-20.75,-50.25,2024,4,26.05,30.08,18.62
-20.75,-49.75,2024,4,25.47,30.02,16.89
-20.75,-49.25,2024,4,25.47,30.02,16.89
-20.75,-48.75,2024,4,25.67,29.99,15.47
-20.75,-48.25,2024,4,25.67,29.99,15.47
-20.75,-47.75,2024,4,22.77,29.87,10.66
-20.75,-47.25,2024,4,22.77,29.87,10.66
-20.75,-46.75,2024,4,21.13,29.98,9.08
-20.75,-46.25,2024,4,21.13,29.98,9.08
-20.75,-45.75,2024,4,16.67,29.69,6.39
-20.75,-45.25,2024,4,16.67,29.69,6.39
-20.25,-50.75,2024,4,26.05,30.08,18.62
-20.25,-50.25,2024,4,26.05,30.08,18.62
-20.25,-49.75,2024,4,25.47,30.02,16.89
-20.25,-49.25,2024,4,25.47,30.02,16.89
-20.25,-48.75,2024,4,25.67,29.99,15.47
-20.25,-48.25,2024,4,25.67,29.99,15.47
-20.25,-47.75,2024,4,22.77,29.87,10.66
-20.25,-47.25,2024,4,22.77,29.87,10.66
-20.25,-46.75,2024,4,21.13,29.98,9.08
-20.25,-46.25,2024,4,21.13,29.98,9.08
-20.25,-45.75,2024,4,16.67,29.69,6.39
-20.25,-45.25,2024,4,16.67,29.69,6.39
-19.75,-50.75,2024,4,22.7,29.9,11.45
-19.75,-50.25,2024,4,22.7,29.9,11.45
-19.75,-49.75,2024,4,23.41,29.9,12.13
-19.75,-49.25,2024,4,23.41,29.9,12.13
-19.75,-48.75,2024,4,21.85,30.0,10.96
-19.75,-48.25,2024,4,21.85,30.0,10.96
-19.75,-47.75,2024,4,19.49,29.75,10.07
-19.75,-47.25,2024,4,19.49,29.75,10.07
-19.75,-46.75,2024,4,17.82,29.77,8.44
-19.75,-46.25,2024,4,17.82,29.77,8.44
-19.75,-45.75,2024,4,13.6,29.25,4.78
-19.75,-45.25,2024,4,13.6,29.25,4.78
-19.25,-50.75,2024,4,22.7,29.9,11.45
-19.25,-50.25,2024,4,22.7,29.9,11.45
-19.25,-49.75,2024,4,23.41,29.9,12.13
-19.25,-49.25,2024,4,23.41,29.9,12.13
-19.25,-48.75,2024,4,21.85,30.0,10.96
-19.25,-48.25,2024,4,21.85,30.0,10.96
-19.25,-47.75,2024,4,19.49,29.75,10.07
-19.25,-47.25,2024,4,19.49,29.75,10.07
-19.25,-46.75,2024,4,17.82,29.77,8.44
-19.25,-46.25,2024,4,17.82,29.77,8.44
-19.25,-45.75,2024,4,13.6,29.25,4.78
-19.25,-45.25,2024,4,13.6,29.25,4.78
-18.75,-50.75,2024,4,19.53,29.86,7.77
-18.75,-50.25,2024,4,19.53,29.86,7.77
-18.75,-49.75,2024,4,15.53,29.71,5.58
-18.75,-49.25,2024,4,15.53,29.71,5.58
-18.75,-48.75,2024,4,9.91,29.71,3.52
-18.75,-48.25,2024,4,9.91,29.71,3.52
-18.75,-47.75,2024,4,11.33,29.17,4.17
-18.75,-47.25,2024,4,11.33,29.17,4.17
-18.75,-46.75,2024,4,11.48,29.16,4.06
-18.75,-46.25,2024,4,11.48,29.16,4.06
-18.75,-45.75,2024,4,9.57,28.63,3.29
-18.75,-45.25,2024,4,9.57,28.63,3.29
-18.25,-50.75,2024,4,19.53,29.86,7.77
-18.25,-50.25,2024,4,19.53,29.86,7.77
-18.25,-49.75,2024,4,15.53,29.71,5.58
-18.25,-49.25,2024,4,15.53,29.71,5.58
-18.25,-48.75,2024,4,9.91,29.71,3.52
-18.25,-48.25,2024,4,9.91,29.71,3.52
-18.25,-47.75,2024,4,11.33,29.17,4.17
-18.25,-47.25,2024,4,11.33,29.17,4.17
-18.25,-46.75,2024,4,11.48,29.16,4.06
-18.25,-46.25,2024,4,11.48,29.16,4.06
-18.25,-45.75,2024,4,9.57,28.63,3.29
-18.25,-45.25,2024,4,9.57,28.63,3.29
-17.75,-50.75,2024,4,18.27,29.61,8.07
-17.75,-50.25,2024,4,18.27,29.61,8.07
-17.75,-49.75,2024,4,11.29,29.49,4.0
-17.75,-49.25,2024,4,11.29,29.49,4.0
-17.75,-48.75,2024,4,9.27,29.54,3.23
-17.75,-48.25,2024,4,9.27,29.54,3.23
-17.75,-47.75,2024,4,9.71,29.05,3.23
-17.75,-47.25,2024,4,9.71,29.05,3.23
-17.75,-46.75,2024,4,10.65,28.79,3.57
-17.75,-46.25,2024,4,10.65,28.79,3.57
-17.75,-45.75,2024,4,10.59,28.46,3.66
-17.75,-45.25,2024,4,10.59,28.46,3.66
-17.25,-50.75,2024,4,18.27,29.61,8.07
-17.25,-50.25,2024,4,18.27,29.61,8.07
-17.25,-49.75,2024,4,11.29,29.49,4.0
-17.25,-49.25,2024,4,11.29,29.49,4.0
-17.25,-48.75,2024,4,9.27,29.54,3.23
-17.25,-48.25,2024,4,9.27,29.54,3.23
-17.25,-47.75,2024,4,9.71,29.05,3.23
-17.25,-47.25,2024,4,9.71,29.05,3.23
-17.25,-46.75,2024,4,10.65,28.79,3.57
-17.25,-46.25,2024,4,10.65,28.79,3.57
-17.25,-45.75,2024,4,10.59,28.46,3.66
-17.25,-45.25,2024,4,10.59,28.46,3.66
-16.75,-50.75,2024,4,15.83,28.98,5.69
-16.75,-50.25,2024,4,15.83,28.98,5.69
-16.75,-49.75,2024,4,13.62,28.64,4.74
-16.75,-49.25,2024,4,13.62,28.64,4.74
-16.75,-48.75,2024,4,13.71,28.68,4.68
-16.75,-48.25,2024,4,13.71,28.68,4.68
-16.75,-47.75,2024,4,12.54,28.63,4.07
-16.75,-47.25,2024,4,12.54,28.63,4.07
-16.75,-46.75,2024,4,15.65,28.46,5.25
-16.75,-46.25,2024,4,15.65,28.46,5.25
-16.75,-45.75,2024,4,13.2,28.68,4.53
-16.75,-45.25,2024,4,13.2,28.68,4.53
-20.75,-50.75,2024,5,24.61,30.72,22.66
-20.75,-50.25,2024,5,24.61,30.72,22.66
-20.75,-49.75,2024,5,24.23,30.78,21.45
-20.75,-49.25,2024,5,24.23,30.78,21.45
-20.75,-48.75,2024,5,25.77,30.84,25.21
-20.75,-48.25,2024,5,25.77,30.84,25.21
-20.75,-47.75,2024,5,27.22,31.04,26.99
-20.75,-47.25,2024,5,27.22,31.04,26.99
-20.75,-46.75,2024,5,26.53,31.15,22.09
-20.75,-46.25,2024,5,26.53,31.15,22.09
-20.75,-45.75,2024,5,23.8,30.59,13.91
-20.75,-45.25,2024,5,23.8,30.59,13.91
-20.25,-50.75,2024,5,24.61,30.72,22.66
-20.25,-50.25,2024,5,24.61,30.72,22.66
-20.25,-49.75,2024,5,24.23,30.78,21.45
-20.25,-49.25,2024,5,24.23,30.78,21.45
-20.25,-48.75,2024,5,25.77,30.84,25.21
-20.25,-48.25,2024,5,25.77,30.84,25.21
-20.25,-47.75,2024,5,27.22,31.04,26.99
-20.25,-47.25,2024,5,27.22,31.04,26.99
-20.25,-46.75,2024,5,26.53,31.15,22.09
-20.25,-46.25,2024,5,26.53,31.15,22.09
-20.25,-45.75,2024,5,23.8,30.59,13.91
-20.25,-45.25,2024,5,23.8,30.59,13.91
-19.75,-50.75,2024,5,24.34,30.55,21.17
-19.75,-50.25,2024,5,24.34,30.55,21.17
-19.75,-49.75,2024,5,24.84,30.61,20.01
-19.75,-49.25,2024,5,24.84,30.61,20.01
-19.75,-48.75,2024,5,25.45,30.77,19.05
-19.75,-48.25,2024,5,25.45,30.77,19.05
-19.75,-47.75,2024,5,24.48,30.99,16.81
-19.75,-47.25,2024,5,24.48,30.99,16.81
-19.75,-46.75,2024,5,24.01,31.02,12.52
-19.75,-46.25,2024,5,24.01,31.02,12.52
-19.75,-45.75,2024,5,21.17,30.25,10.81
-19.75,-45.25,2024,5,21.17,30.25,10.81
-19.25,-50.75,2024,5,24.34,30.55,21.17
-19.25,-50.25,2024,5,24.34,30.55,21.17
-19.25,-49.75,2024,5,24.84,30.61,20.01
-19.25,-49.25,2024,5,24.84,30.61,20.01
-19.25,-48.75,2024,5,25.45,30.77,19.05
-19.25,-48.25,2024,5,25.45,30.77,19.05
-19.25,-47.75,2024,5,24.48,30.99,16.81
-19.25,-47.25,2024,5,24.48,30.99,16.81
-19.25,-46.75,2024,5,24.01,31.02,12.52
-19.25,-46.25,2024,5,24.01,31.02,12.52
-19.25,-45.75,2024,5,21.17,30.25,10.81
-19.25,-45.25,2024,5,21.17,30.25,10.81
-18.75,-50.75,2024,5,24.78,30.35,16.12
-18.75,-50.25,2024,5,24.78,30.35,16.12
-18.75,-49.75,2024,5,24.81,30.04,14.17
-18.75,-49.25,2024,5,24.81,30.04,14.17
-18.75,-48.75,2024,5,22.73,30.15,10.78
-18.75,-48.25,2024,5,22.73,30.15,10.78
-18.75,-47.75,2024,5,23.7,30.15,11.97
-18.75,-47.25,2024,5,23.7,30.15,11.97
-18.75,-46.75,2024,5,22.36,30.17,11.93
-18.75,-46.25,2024,5,22.36,30.17,11.93
-18.75,-45.75,2024,5,19.67,29.82,9.92
-18.75,-45.25,2024,5,19.67,29.82,9.92
-18.25,-50.75,2024,5,24.78,30.35,16.12
-18.25,-50.25,2024,5,24.78,30.35,16.12
-18.25,-49.75,2024,5,24.81,30.04,14.17
-18.25,-49.25,2024,5,24.81,30.04,14.17
-18.25,-48.75,2024,5,22.73,30.15,10.78
-18.25,-48.25,2024,5,22.73,30.15,10.78
-18.25,-47.75,2024,5,23.7,30.15,11.97
-18.25,-47.25,2024,5,23.7,30.15,11.97
-18.25,-46.75,2024,5,22.36,30.17,11.93
-18.25,-46.25,2024,5,22.36,30.17,11.93
-18.25,-45.75,2024,5,19.67,29.82,9.92
-18.25,-45.25,2024,5,19.67,29.82,9.92
-17.75,-50.75,2024,5,22.17,30.14,8.8
-17.75,-50.25,2024,5,22.17,30.14,8.8
-17.75,-49.75,2024,5,21.5,29.82,8.09
-17.75,-49.25,2024,5,21.5,29.82,8.09
-17.75,-48.75,2024,5,21.09,29.9,8.89
-17.75,-48.25,2024,5,21.09,29.9,8.89
-17.75,-47.75,2024,5,20.97,29.88,9.34
-17.75,-47.25,2024,5,20.97,29.88,9.34
-17.75,-46.75,2024,5,17.96,29.74,8.08
-17.75,-46.25,2024,5,17.96,29.74,8.08
-17.75,-45.75,2024,5,12.32,29.57,4.34
